"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Leclercia sp. W17"	"S"	2282309	17	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Leclercia>unclassified&nbsp;Leclercia"
"Franconibacter><wbr>Franconibacter daqui"	"S"	2047724	4	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Franconibacter"
"Buchnera aphidicola (Greenidea ficicola)"	"-"	1265361	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Wigglesworthia><wbr>...><wbr>Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)"	"-"	1142511	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Wigglesworthia>Wigglesworthia&nbsp;glossinidia>Wigglesworthia&nbsp;glossinidia&nbsp;endosymbiont&nbsp;of&nbsp;Glossina&nbsp;morsitans"
"Providencia alcalifaciens"	"S"	126385	14	NA	NA	NA	NA	NA	NA	14	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	8	NA	NA	1	1	NA	NA	NA	NA	2	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Proteus faecis"	"S"	2050967	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Serratia symbiotica (Periphyllus acericola)"	"-"	3066236	4	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	NA	1	1	2	1	NA	1	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;symbiotica"
"Pragia><wbr>Pragia fontium"	"S"	82985	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Budviciaceae>Pragia"
"Vibrio sp. SCSIO 43135"	"S"	2819096	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	2	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>unclassified&nbsp;Vibrio"
"Moraxella bovis"	"S"	476	12	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Pseudomonas sp. TE3-3-F2023"	"S"	3119004	9	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	4	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. JY-Q"	"S"	1338689	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Marseille-Q3773"	"S"	2866592	7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Xanthomonas citri pv. glycines"	"-"	473421	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Lysobacteraceae>Xanthomonas>Xanthomonas&nbsp;citri&nbsp;group>Xanthomonas&nbsp;citri"
"Dyella telluris"	"S"	2763498	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Rhodanobacteraceae>Dyella"
"Pleioneaceae><wbr>...><wbr>Pleionea sp. HL-JVS1"	"S"	3070815	17	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Pleioneaceae>Pleionea>unclassified&nbsp;Pleionea"
"Shewanella sp. OMA3-2"	"S"	2908650	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>unclassified&nbsp;Shewanella"
"Pseudoalteromonas xiamenensis"	"S"	882626	19	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Alteromonas sp. RKMC-009"	"S"	2267264	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	1	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas>unclassified&nbsp;Alteromonas"
"Alteromonas sp. LMIT006"	"S"	2961948	4	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	3	NA	NA	NA	NA	4	1	NA	2	NA	2	1	NA	1	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas>unclassified&nbsp;Alteromonas"
"Alteromonas sp. M12"	"S"	3135644	5	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	3	NA	1	1	NA	NA	NA	5	2	1	5	NA	NA	NA	NA	2	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas>unclassified&nbsp;Alteromonas"
"Neisseria meningitidis G2136"	"-"	935599	13	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	13	2	NA	NA	NA	2	8	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria>Neisseria&nbsp;meningitidis"
"Chitiniphilus><wbr>Chitiniphilus purpureus"	"S"	2981137	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Neisseriales>Chitinibacteraceae>Chitiniphilus"
"Comamonas sp. NLF-1-9"	"S"	2853163	27	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	2	NA	NA	27	NA	NA	NA	NA	1	6	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas>unclassified&nbsp;Comamonas"
"Methylibium sp. T29"	"S"	1430884	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sphaerotilaceae>Methylibium>unclassified&nbsp;Methylibium"
"Sutterella faecalis"	"S"	2584944	7	NA	NA	NA	NA	NA	NA	1	2	NA	1	NA	NA	NA	NA	7	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	2	NA	NA	1	3	2	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae>Sutterella"
"Rhizobium sp. BG4"	"S"	2613770	9	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6	NA	NA	NA	NA	6	NA	NA	9	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>unclassified&nbsp;Rhizobium"
"Lentilitoribacter><wbr>unclassified Lentilitoribacter><wbr>Lentilitoribacter sp. Alg239-R112"	"S"	2305987	13	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Lentilitoribacter>unclassified&nbsp;Lentilitoribacter"
"Brucella sp. 10RB9215"	"S"	1149953	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Brucellaceae>Brucella/Ochrobactrum&nbsp;group>Brucella>unclassified&nbsp;Brucella"
"Bradyrhizobium symbiodeficiens"	"S"	1404367	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Mesorhizobium sp. B2-8-5"	"S"	2589903	24	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"unclassified Aminobacter><wbr>Aminobacter sp. SS-2016"	"S"	1870862	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Aminobacter>unclassified&nbsp;Aminobacter"
"Roseivivax sp. THAF40"	"S"	2587858	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Roseivivax>unclassified&nbsp;Roseivivax"
"Ruegeria sp. TM1040"	"S"	292414	30	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	30	NA	NA	NA	5	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Ruegeria>unclassified&nbsp;Ruegeria"
"Croceicoccus sp. Ery5"	"S"	1703340	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus>unclassified&nbsp;Croceicoccus"
"Magnetospirillum sp. ME-1"	"S"	1639348	13	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	1	NA	3	2	NA	NA	13	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospirillum>unclassified&nbsp;Magnetospirillum"
"Azospirillum thiophilum"	"S"	528244	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Azospirillaceae>Azospirillum"
"Candidatus Tisiphia endosymbiont of Ditula angustiorana"	"S"	3066272	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Candidatus&nbsp;Tisiphia>unclassified&nbsp;Candidatus&nbsp;Tisiphia"
"Hyphomonadales><wbr>...><wbr>Candidatus Viadribacter manganicus"	"S"	1759059	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomonadales>Hyphomonadaceae>Candidatus&nbsp;Viadribacter"
"Polaribacter sp. HL-MS24"	"S"	3077735	6	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter>unclassified&nbsp;Polaribacter"
"unclassified Maribacter><wbr>Maribacter sp. BPC-D8"	"S"	3053613	4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Maribacter>unclassified&nbsp;Maribacter"
"Altibacter/Constantimarinum group><wbr>Constantimarinum><wbr>Constantimarinum furrinae"	"S"	2562285	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Altibacter/Constantimarinum&nbsp;group>Constantimarinum"
"Blattabacterium sp. (Nauphoeta cinerea)"	"S"	1316444	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium>unclassified&nbsp;Blattabacterium"
"unclassified Bernardetia"	"-"	2647129	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Bernardetiaceae>Bernardetia"
"Pedobacter mucosus"	"S"	2895286	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter steynii"	"S"	430522	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Ignavibacterium album><wbr>Ignavibacterium album JCM 16511"	"-"	945713	27	NA	NA	NA	NA	NA	NA	2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Ignavibacteriota>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium>Ignavibacterium&nbsp;album"
"Treponema sp. OMZ 791"	"S"	2563666	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae>Treponema>unclassified&nbsp;Treponema"
"Borrelia turicatae"	"S"	142	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"environmental samples><wbr>uncultured Sphaerochaeta sp."	"S"	886478	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Sphaerochaetaceae>Sphaerochaeta>environmental&nbsp;samples"
"Leptospira noguchii"	"S"	28182	3	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	2	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Campylobacter ureolyticus RIGS 9880"	"-"	1032069	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;ureolyticus"
"Poseidonibacter><wbr>Poseidonibacter lekithochrous"	"S"	1904463	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Arcobacteraceae>Poseidonibacter"
"Geobacter benzoatilyticus"	"S"	2815309	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Geobacterales>Geobacteraceae>Geobacter"
"Actomonas><wbr>Actomonas aquatica"	"S"	2866162	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobiota>Opitutia>Opitutales>Opitutaceae>Actomonas"
"Myxococcus xanthus"	"S"	34	9	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Elusimicrobia><wbr>...><wbr>Elusimicrobium minutum Pei191"	"-"	445932	4	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobiota>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae>Elusimicrobium>Elusimicrobium&nbsp;minutum"
"Calditrichota><wbr>...><wbr>Caldithrix abyssi DSM 13497"	"-"	880073	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Calditrichota>Calditrichia>Calditrichales>Calditrichaceae>Caldithrix>Caldithrix&nbsp;abyssi"
"Candidatus Nitrosotenuis cloacae"	"S"	1603555	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Nitrososphaerota&nbsp;incertae&nbsp;sedis>Candidatus&nbsp;Nitrosotenuis"
"Pahexavirus PHL141N00><wbr>Propionibacterium phage PHL141N00"	"-"	1500821	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pahexavirus>Pahexavirus&nbsp;PHL141N00"
"Herelleviridae><wbr>Twortvirinae><wbr>Kayvirus"	"G"	1857843	10	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Twortvirinae"
"Kayvirus MCE2014><wbr>Staphylococcus phage MCE-2014"	"-"	1524910	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Twortvirinae>Kayvirus>Kayvirus&nbsp;MCE2014"
